,MedianICC,MedianICCLower,MedianICCHigher
log-sigma-6-0-mm-3D_ngtdm_Complexity_150_binCount,0.908639666,0.894811124,0.921745899
log-sigma-6-0-mm-3D_ngtdm_Contrast_150_binCount,0.906479798,0.89236235,0.919869054
log-sigma-6-0-mm-3D_ngtdm_Strength_150_binCount,0.941904029,0.932744616,0.95049351
wavelet-LLH_glcm_Autocorrelation_150_binCount,0.64239958,0.605450356,0.680516382
wavelet-LLH_glcm_JointAverage_150_binCount,0.655541588,0.619165954,0.692910002
wavelet-LLH_glcm_ClusterProminence_150_binCount,0.761546902,0.731902885,0.790989563
wavelet-LLH_glcm_ClusterShade_150_binCount,0.801451028,0.77533619,0.827061115
wavelet-LLH_glcm_ClusterTendency_150_binCount,0.827475322,0.803963503,0.850342473
wavelet-LLH_glcm_Contrast_150_binCount,0.856630952,0.836322319,0.876200247
wavelet-LLH_glcm_Correlation_150_binCount,0.498672517,0.459056426,0.541454983
wavelet-LLH_glcm_DifferenceAverage_150_binCount,0.891523407,0.875452716,0.906837935
wavelet-LLH_glcm_DifferenceEntropy_150_binCount,0.899788598,0.884787096,0.914046661
wavelet-LLH_glcm_DifferenceVariance_150_binCount,0.856512838,0.836190611,0.876095969
wavelet-LLH_glcm_JointEnergy_150_binCount,0.78448406,0.756800747,0.811779327
wavelet-LLH_glcm_JointEntropy_150_binCount,0.868508198,0.849592337,0.886666622
wavelet-LLH_glcm_Imc1_150_binCount,0.89342528,0.877598387,0.908498349
wavelet-LLH_glcm_Imc2_150_binCount,0.910547969,0.896976122,0.923403099
wavelet-LLH_glcm_Idm_150_binCount,0.88518034,0.868306153,0.901293072
wavelet-LLH_glcm_Idmn_150_binCount,0.863154657,0.843604686,0.881953821
wavelet-LLH_glcm_Id_150_binCount,0.885610515,0.868790352,0.90166946
wavelet-LLH_glcm_Idn_150_binCount,0.893457817,0.877635105,0.908526746
wavelet-LLH_glcm_InverseVariance_150_binCount,0.813478552,0.78853692,0.837844641
wavelet-LLH_glcm_MaximumProbability_150_binCount,0.771322048,0.742491289,0.79986802
wavelet-LLH_glcm_SumSquares_150_binCount,0.843167064,0.82134128,0.864288627
wavelet-LLH_glcm_SumEntropy_150_binCount,0.88255097,0.865348041,0.898991371
wavelet-LLH_glrlm_GrayLevelNonUniformity_150_binCount,0.988861837,0.987005462,0.990576842
wavelet-LLH_glrlm_GrayLevelNonUniformityNormalized_150_binCount,0.876352951,0.858385116,0.893558278
wavelet-LLH_glrlm_GrayLevelVariance_150_binCount,0.853936888,0.833319447,0.873820798
wavelet-LLH_glrlm_HighGrayLevelRunEmphasis_150_binCount,0.638544839,0.601438082,0.676871159
wavelet-LLH_glrlm_LongRunEmphasis_150_binCount,0.753000948,0.722672985,0.783204958
wavelet-LLH_glrlm_LongRunHighGrayLevelEmphasis_150_binCount,0.667419399,0.631610974,0.704066292
wavelet-LLH_glrlm_LongRunLowGrayLevelEmphasis_150_binCount,0.533280294,0.493713717,0.575540602
wavelet-LLH_glrlm_LowGrayLevelRunEmphasis_150_binCount,0.653351435,0.616876281,0.69084822
wavelet-LLH_glrlm_RunEntropy_150_binCount,0.844977648,0.823352087,0.865893389
wavelet-LLH_glrlm_RunLengthNonUniformity_150_binCount,0.969739145,0.964807147,0.974323413
wavelet-LLH_glrlm_RunLengthNonUniformityNormalized_150_binCount,0.885355567,0.868503378,0.901446396
wavelet-LLH_glrlm_RunPercentage_150_binCount,0.869027552,0.850173762,0.887123399
wavelet-LLH_glrlm_RunVariance_150_binCount,0.725773775,0.693433808,0.758261898
wavelet-LLH_glrlm_ShortRunEmphasis_150_binCount,0.877101448,0.859225241,0.894214956
wavelet-LLH_glrlm_ShortRunHighGrayLevelEmphasis_150_binCount,0.6605877,0.62444736,0.697654806
wavelet-LLH_glrlm_ShortRunLowGrayLevelEmphasis_150_binCount,0.687986328,0.6532704,0.723283298
wavelet-LLH_glszm_GrayLevelNonUniformity_150_binCount,0.961075387,0.954796036,0.96692815
wavelet-LLH_glszm_GrayLevelNonUniformityNormalized_150_binCount,0.842940321,0.821089546,0.864087596
wavelet-LLH_glszm_GrayLevelVariance_150_binCount,0.819680179,0.795363473,0.843388908
wavelet-LLH_glszm_HighGrayLevelZoneEmphasis_150_binCount,0.600987812,0.562598247,0.641116116
wavelet-LLH_glszm_LargeAreaEmphasis_150_binCount,0.881054859,0.863666007,0.897680861
wavelet-LLH_glszm_LargeAreaHighGrayLevelEmphasis_150_binCount,0.854162838,0.833571196,0.874020439
wavelet-LLH_glszm_LargeAreaLowGrayLevelEmphasis_150_binCount,0.622093459,0.584368692,0.66126273
wavelet-LLH_glszm_LowGrayLevelZoneEmphasis_150_binCount,0.717761792,0.684877845,0.750880737
wavelet-LLH_glszm_SizeZoneNonUniformity_150_binCount,0.902569383,0.887933273,0.916467848
wavelet-LLH_glszm_SizeZoneNonUniformityNormalized_150_binCount,0.774066997,0.745470565,0.80235623
wavelet-LLH_glszm_SmallAreaEmphasis_150_binCount,0.719174993,0.686385417,0.752184042
wavelet-LLH_glszm_SmallAreaHighGrayLevelEmphasis_150_binCount,0.613635099,0.575626692,0.6532053
wavelet-LLH_glszm_SmallAreaLowGrayLevelEmphasis_150_binCount,0.735906528,0.704285756,0.767569876
wavelet-LLH_glszm_ZoneEntropy_150_binCount,0.601126872,0.56274122,0.641249311
wavelet-LLH_glszm_ZonePercentage_150_binCount,0.899289453,0.884222667,0.913611842
wavelet-LLH_glszm_ZoneVariance_150_binCount,0.881079181,0.863693344,0.897702171
wavelet-LLH_gldm_DependenceEntropy_150_binCount,0.799861301,0.773595213,0.825632752
wavelet-LLH_gldm_DependenceNonUniformity_150_binCount,0.968682628,0.96358479,0.973422638
wavelet-LLH_gldm_DependenceNonUniformityNormalized_150_binCount,0.881911951,0.86462951,0.8984317
wavelet-LLH_gldm_DependenceVariance_150_binCount,0.772609619,0.743888449,0.801035431
wavelet-LLH_gldm_GrayLevelNonUniformity_150_binCount,0.961943694,0.955798088,0.967670213
wavelet-LLH_gldm_GrayLevelVariance_150_binCount,0.852359754,0.831562751,0.872426912
wavelet-LLH_gldm_HighGrayLevelEmphasis_150_binCount,0.642750765,0.605816134,0.680848252
wavelet-LLH_gldm_LargeDependenceEmphasis_150_binCount,0.828488852,0.805083275,0.851245331
wavelet-LLH_gldm_LargeDependenceHighGrayLevelEmphasis_150_binCount,0.723544783,0.691051291,0.7562103
wavelet-LLH_gldm_LargeDependenceLowGrayLevelEmphasis_150_binCount,0.619361842,0.58154295,0.658663011
wavelet-LLH_gldm_LowGrayLevelEmphasis_150_binCount,0.645733488,0.608924424,0.683665419
wavelet-LLH_gldm_SmallDependenceEmphasis_150_binCount,0.898251577,0.883049339,0.912707505
wavelet-LLH_gldm_SmallDependenceHighGrayLevelEmphasis_150_binCount,0.812176751,0.787105669,0.836679454
wavelet-LLH_gldm_SmallDependenceLowGrayLevelEmphasis_150_binCount,0.866266161,0.847083471,0.884693882
wavelet-LLH_ngtdm_Busyness_150_binCount,0.910370018,0.896774177,0.923248605
wavelet-LLH_ngtdm_Coarseness_150_binCount,0.946053176,0.937505282,0.954058599
wavelet-LLH_ngtdm_Complexity_150_binCount,0.778925601,0.750750352,0.806755104
wavelet-LLH_ngtdm_Contrast_150_binCount,0.810696292,0.785478724,0.835353777
wavelet-LLH_ngtdm_Strength_150_binCount,0.892994839,0.877112652,0.908122642
wavelet-LHL_glcm_Autocorrelation_150_binCount,0.471973976,0.432569871,0.514891272
wavelet-LHL_glcm_JointAverage_150_binCount,0.480884951,0.441386059,0.523783424
wavelet-LHL_glcm_ClusterProminence_150_binCount,0.735194794,0.703522363,0.766917055
wavelet-LHL_glcm_ClusterShade_150_binCount,0.775368096,0.746883649,0.80353488
wavelet-LHL_glcm_ClusterTendency_150_binCount,0.847835726,0.826528623,0.868424718
wavelet-LHL_glcm_Contrast_150_binCount,0.858928399,0.838885185,0.878227815
wavelet-LHL_glcm_Correlation_150_binCount,0.778688035,0.750492,0.806540174
wavelet-LHL_glcm_DifferenceAverage_150_binCount,0.875968059,0.857953187,0.893220541
wavelet-LHL_glcm_DifferenceEntropy_150_binCount,0.860814305,0.840990393,0.879891098
wavelet-LHL_glcm_DifferenceVariance_150_binCount,0.849218944,0.82806702,0.869648986
wavelet-LHL_glcm_JointEnergy_150_binCount,0.733799148,0.702025921,0.765636505
wavelet-LHL_glcm_JointEntropy_150_binCount,0.85617157,0.835810095,0.875794654
wavelet-LHL_glcm_Imc1_150_binCount,0.858898609,0.838851941,0.878201534
wavelet-LHL_glcm_Imc2_150_binCount,0.88839001,0.871920555,0.904100208
wavelet-LHL_glcm_Idm_150_binCount,0.811421557,0.786275654,0.836003292
wavelet-LHL_glcm_Idmn_150_binCount,0.862728277,0.843128249,0.881578132
wavelet-LHL_glcm_Id_150_binCount,0.821741901,0.797635976,0.8452297
wavelet-LHL_glcm_Idn_150_binCount,0.875508438,0.857437468,0.892817178
wavelet-LHL_glcm_InverseVariance_150_binCount,0.828598287,0.805204203,0.851342799
wavelet-LHL_glcm_MaximumProbability_150_binCount,0.72820857,0.696038229,0.760501254
wavelet-LHL_glcm_SumSquares_150_binCount,0.85420169,0.833614486,0.874054765
wavelet-LHL_glcm_SumEntropy_150_binCount,0.88355613,0.866478575,0.899871492
wavelet-LHL_glrlm_GrayLevelNonUniformity_150_binCount,0.9769221,0.973128917,0.980439781
wavelet-LHL_glrlm_GrayLevelNonUniformityNormalized_150_binCount,0.843260738,0.821445284,0.864371675
wavelet-LHL_glrlm_GrayLevelVariance_150_binCount,0.86183841,0.842134127,0.880793902
wavelet-LHL_glrlm_HighGrayLevelRunEmphasis_150_binCount,0.472339991,0.43293152,0.515257033
wavelet-LHL_glrlm_LongRunEmphasis_150_binCount,0.646740485,0.609974469,0.684615908
wavelet-LHL_glrlm_LongRunHighGrayLevelEmphasis_150_binCount,0.57755429,0.538593616,0.618584641
wavelet-LHL_glrlm_LongRunLowGrayLevelEmphasis_150_binCount,0.513794399,0.474154614,0.556396621
wavelet-LHL_glrlm_LowGrayLevelRunEmphasis_150_binCount,0.686617914,0.651824931,0.722008641
wavelet-LHL_glrlm_RunEntropy_150_binCount,0.882777264,0.865602528,0.899189538
wavelet-LHL_glrlm_RunLengthNonUniformity_150_binCount,0.979308063,0.975897537,0.982468476
wavelet-LHL_glrlm_RunLengthNonUniformityNormalized_150_binCount,0.809698261,0.784382379,0.834459742
wavelet-LHL_glrlm_RunPercentage_150_binCount,0.787544598,0.760136755,0.814541944
wavelet-LHL_glrlm_RunVariance_150_binCount,0.576893295,0.537919042,0.617946589
wavelet-LHL_glrlm_ShortRunEmphasis_150_binCount,0.797093589,0.770566297,0.823144267
wavelet-LHL_glrlm_ShortRunHighGrayLevelEmphasis_150_binCount,0.501876351,0.462249394,0.54462687
wavelet-LHL_glrlm_ShortRunLowGrayLevelEmphasis_150_binCount,0.714397311,0.681291408,0.747775523
wavelet-LHL_glszm_GrayLevelNonUniformity_150_binCount,0.93239446,0.921857952,0.942305331
wavelet-LHL_glszm_GrayLevelNonUniformityNormalized_150_binCount,0.827732828,0.804247966,0.850571888
wavelet-LHL_glszm_GrayLevelVariance_150_binCount,0.806148503,0.780485795,0.831277595
wavelet-LHL_glszm_HighGrayLevelZoneEmphasis_150_binCount,0.467589439,0.42824077,0.510506319
wavelet-LHL_glszm_LargeAreaEmphasis_150_binCount,0.816271723,0.791609865,0.84034308
wavelet-LHL_glszm_LargeAreaHighGrayLevelEmphasis_150_binCount,0.695848475,0.661587375,0.730595935
wavelet-LHL_glszm_LargeAreaLowGrayLevelEmphasis_150_binCount,0.633874987,0.596583869,0.672449035
wavelet-LHL_glszm_LowGrayLevelZoneEmphasis_150_binCount,0.666107897,0.630234559,0.702836554
wavelet-LHL_glszm_SizeZoneNonUniformity_150_binCount,0.942119668,0.932991876,0.950678907
wavelet-LHL_glszm_SizeZoneNonUniformityNormalized_150_binCount,0.884270987,0.86728282,0.900497255
wavelet-LHL_glszm_SmallAreaEmphasis_150_binCount,0.882429576,0.865211531,0.898885059
wavelet-LHL_glszm_SmallAreaHighGrayLevelEmphasis_150_binCount,0.501567274,0.461941229,0.544321022
wavelet-LHL_glszm_SmallAreaLowGrayLevelEmphasis_150_binCount,0.646719783,0.609952879,0.684596372
wavelet-LHL_glszm_ZoneEntropy_150_binCount,0.689214262,0.65456801,0.724426623
wavelet-LHL_glszm_ZonePercentage_150_binCount,0.874658337,0.856483811,0.892070977
wavelet-LHL_glszm_ZoneVariance_150_binCount,0.816311913,0.7916541,0.840379013
wavelet-LHL_gldm_DependenceEntropy_150_binCount,0.862480046,0.842850907,0.881359391
wavelet-LHL_gldm_DependenceNonUniformity_150_binCount,0.959359448,0.952816635,0.965461111
wavelet-LHL_gldm_DependenceNonUniformityNormalized_150_binCount,0.860545154,0.840689866,0.879653779
wavelet-LHL_gldm_DependenceVariance_150_binCount,0.708854528,0.675391301,0.742652579
wavelet-LHL_gldm_GrayLevelNonUniformity_150_binCount,0.94103582,0.931749268,0.949746938
wavelet-LHL_gldm_GrayLevelVariance_150_binCount,0.863075393,0.843516111,0.881883983
wavelet-LHL_gldm_HighGrayLevelEmphasis_150_binCount,0.473290986,0.433871362,0.516207159
wavelet-LHL_gldm_LargeDependenceEmphasis_150_binCount,0.734517088,0.702795628,0.766295309
wavelet-LHL_gldm_LargeDependenceHighGrayLevelEmphasis_150_binCount,0.679367875,0.644177048,0.715245984
wavelet-LHL_gldm_LargeDependenceLowGrayLevelEmphasis_150_binCount,0.494867135,0.455268021,0.537683174
wavelet-LHL_gldm_LowGrayLevelEmphasis_150_binCount,0.685895054,0.651061619,0.721335081
wavelet-LHL_gldm_SmallDependenceEmphasis_150_binCount,0.874474234,0.856277317,0.89190935
wavelet-LHL_gldm_SmallDependenceHighGrayLevelEmphasis_150_binCount,0.777612453,0.749322559,0.805566875
wavelet-LHL_gldm_SmallDependenceLowGrayLevelEmphasis_150_binCount,0.847960404,0.82666726,0.86853509
wavelet-LHL_ngtdm_Busyness_150_binCount,0.936291644,0.926315379,0.945663893
wavelet-LHL_ngtdm_Coarseness_150_binCount,0.954989938,0.947781293,0.961721906
wavelet-LHL_ngtdm_Complexity_150_binCount,0.768738205,0.739689261,0.79752387
wavelet-LHL_ngtdm_Contrast_150_binCount,0.874800719,0.856643519,0.892195971
wavelet-LHL_ngtdm_Strength_150_binCount,0.884879093,0.867967114,0.901029462
wavelet-LHH_glcm_Autocorrelation_150_binCount,0.381732528,0.34462114,0.423333518
wavelet-LHH_glcm_JointAverage_150_binCount,0.381087765,0.344001355,0.422669315
wavelet-LHH_glcm_ClusterProminence_150_binCount,0.740094807,0.708781531,0.771408472
wavelet-LHH_glcm_ClusterShade_150_binCount,0.748461283,0.717780227,0.779061126
wavelet-LHH_glcm_ClusterTendency_150_binCount,0.818785336,0.794377617,0.842589584
wavelet-LHH_glcm_Contrast_150_binCount,0.816396902,0.791747647,0.840454999
wavelet-LHH_glcm_Correlation_150_binCount,0.69602929,0.661778894,0.730763896
wavelet-LHH_glcm_DifferenceAverage_150_binCount,0.807716423,0.782206359,0.832683581
wavelet-LHH_glcm_DifferenceEntropy_150_binCount,0.778144705,0.749901206,0.806048553
wavelet-LHH_glcm_DifferenceVariance_150_binCount,0.823536383,0.799615147,0.846830918
wavelet-LHH_glcm_JointEnergy_150_binCount,0.639079721,0.601994534,0.67737724
wavelet-LHH_glcm_JointEntropy_150_binCount,0.74658412,0.715759127,0.777345893
wavelet-LHH_glcm_Imc1_150_binCount,0.878835013,0.861171806,0.895735276
wavelet-LHH_glcm_Imc2_150_binCount,0.895935008,0.88043187,0.910687943
wavelet-LHH_glcm_Idm_150_binCount,0.712700885,0.67948452,0.746208558
wavelet-LHH_glcm_Idmn_150_binCount,0.816761431,0.792148909,0.840780888
wavelet-LHH_glcm_Id_150_binCount,0.723173876,0.690655001,0.75586877
wavelet-LHH_glcm_Idn_150_binCount,0.80377726,0.777885348,0.829149934
wavelet-LHH_glcm_InverseVariance_150_binCount,0.690997784,0.65645363,0.726086453
wavelet-LHH_glcm_MaximumProbability_150_binCount,0.62276059,0.585059177,0.661897297
wavelet-LHH_glcm_SumSquares_150_binCount,0.819794543,0.79548949,0.843491048
wavelet-LHH_glcm_SumEntropy_150_binCount,0.786729793,0.759248292,0.813806715
wavelet-LHH_glrlm_GrayLevelNonUniformity_150_binCount,0.978022213,0.974405192,0.98137535
wavelet-LHH_glrlm_GrayLevelNonUniformityNormalized_150_binCount,0.735394226,0.703736253,0.767099995
wavelet-LHH_glrlm_GrayLevelVariance_150_binCount,0.820513791,0.796282128,0.844133336
wavelet-LHH_glrlm_HighGrayLevelRunEmphasis_150_binCount,0.377728195,0.340773885,0.41920611
wavelet-LHH_glrlm_LongRunEmphasis_150_binCount,0.565717089,0.52653415,0.607137388
wavelet-LHH_glrlm_LongRunHighGrayLevelEmphasis_150_binCount,0.505778927,0.466142976,0.548485993
wavelet-LHH_glrlm_LongRunLowGrayLevelEmphasis_150_binCount,0.433027575,0.394317542,0.475715928
wavelet-LHH_glrlm_LowGrayLevelRunEmphasis_150_binCount,0.799132668,0.772797554,0.824977839
wavelet-LHH_glrlm_RunEntropy_150_binCount,0.791040331,0.763951135,0.817694126
wavelet-LHH_glrlm_RunLengthNonUniformity_150_binCount,0.96170818,0.95552627,0.96746896
wavelet-LHH_glrlm_RunLengthNonUniformityNormalized_150_binCount,0.71778841,0.684906234,0.750905291
wavelet-LHH_glrlm_RunPercentage_150_binCount,0.697872597,0.66373194,0.732475603
wavelet-LHH_glrlm_RunVariance_150_binCount,0.532331832,0.492758973,0.574611626
wavelet-LHH_glrlm_ShortRunEmphasis_150_binCount,0.708263325,0.674762597,0.742105621
wavelet-LHH_glrlm_ShortRunHighGrayLevelEmphasis_150_binCount,0.384120293,0.346917448,0.425792019
wavelet-LHH_glrlm_ShortRunLowGrayLevelEmphasis_150_binCount,0.819482596,0.79514577,0.843212435
wavelet-LHH_glszm_GrayLevelNonUniformity_150_binCount,0.971235226,0.966538793,0.975598455
wavelet-LHH_glszm_GrayLevelNonUniformityNormalized_150_binCount,0.772035697,0.743265608,0.800515128
wavelet-LHH_glszm_GrayLevelVariance_150_binCount,0.792788276,0.765860017,0.819268984
wavelet-LHH_glszm_HighGrayLevelZoneEmphasis_150_binCount,0.363913716,0.32753682,0.404924086
wavelet-LHH_glszm_LargeAreaEmphasis_150_binCount,0.798727764,0.772354372,0.824613837
wavelet-LHH_glszm_LargeAreaHighGrayLevelEmphasis_150_binCount,0.718279481,0.685430026,0.751358237
wavelet-LHH_glszm_LargeAreaLowGrayLevelEmphasis_150_binCount,0.556024768,0.516692708,0.597731274
wavelet-LHH_glszm_LowGrayLevelZoneEmphasis_150_binCount,0.802038528,0.775979812,0.8275888
wavelet-LHH_glszm_SizeZoneNonUniformity_150_binCount,0.908206003,0.894319315,0.921369163
wavelet-LHH_glszm_SizeZoneNonUniformityNormalized_150_binCount,0.555163934,0.515820056,0.596894414
wavelet-LHH_glszm_SmallAreaEmphasis_150_binCount,0.479433903,0.43994881,0.522337235
wavelet-LHH_glszm_SmallAreaHighGrayLevelEmphasis_150_binCount,0.360512508,0.324286196,0.401397512
wavelet-LHH_glszm_SmallAreaLowGrayLevelEmphasis_150_binCount,0.801155304,0.775012263,0.826795462
wavelet-LHH_glszm_ZoneEntropy_150_binCount,0.543213177,0.503729178,0.585252029
wavelet-LHH_glszm_ZonePercentage_150_binCount,0.79333475,0.766457025,0.819761166
wavelet-LHH_glszm_ZoneVariance_150_binCount,0.79875534,0.772384553,0.824638629
wavelet-LHH_gldm_DependenceEntropy_150_binCount,0.757975714,0.728042827,0.787739097
wavelet-LHH_gldm_DependenceNonUniformity_150_binCount,0.94111608,0.931841269,0.949815962
wavelet-LHH_gldm_DependenceNonUniformityNormalized_150_binCount,0.785150638,0.757527043,0.812381246
wavelet-LHH_gldm_DependenceVariance_150_binCount,0.585155003,0.546360423,0.625911653
wavelet-LHH_gldm_GrayLevelNonUniformity_150_binCount,0.925201837,0.913646306,0.936096158
wavelet-LHH_gldm_GrayLevelVariance_150_binCount,0.819061326,0.794681647,0.842836138
wavelet-LHH_gldm_HighGrayLevelEmphasis_150_binCount,0.379288502,0.342272435,0.420815038
wavelet-LHH_gldm_LargeDependenceEmphasis_150_binCount,0.644520096,0.607659599,0.682519704
wavelet-LHH_gldm_LargeDependenceHighGrayLevelEmphasis_150_binCount,0.566574177,0.527405846,0.607967731
wavelet-LHH_gldm_LargeDependenceLowGrayLevelEmphasis_150_binCount,0.504767011,0.465132945,0.547485823
wavelet-LHH_gldm_LowGrayLevelEmphasis_150_binCount,0.794518671,0.767750787,0.820827174
wavelet-LHH_gldm_SmallDependenceEmphasis_150_binCount,0.786705755,0.759222084,0.813785021
wavelet-LHH_gldm_SmallDependenceHighGrayLevelEmphasis_150_binCount,0.603819826,0.565511151,0.643827481
wavelet-LHH_gldm_SmallDependenceLowGrayLevelEmphasis_150_binCount,0.879680951,0.862122083,0.896476857
wavelet-LHH_ngtdm_Busyness_150_binCount,0.934446878,0.924204705,0.944074592
wavelet-LHH_ngtdm_Coarseness_150_binCount,0.941306075,0.932059068,0.949979352
wavelet-LHH_ngtdm_Complexity_150_binCount,0.646584429,0.609811721,0.68446863
wavelet-LHH_ngtdm_Contrast_150_binCount,0.846663536,0.825225467,0.867386812
wavelet-LHH_ngtdm_Strength_150_binCount,0.899544267,0.884510797,0.913833826
wavelet-HLL_glcm_Autocorrelation_150_binCount,0.552168158,0.51278496,0.593980227
wavelet-HLL_glcm_JointAverage_150_binCount,0.568809714,0.529680576,0.610132413
wavelet-HLL_glcm_ClusterProminence_150_binCount,0.775081536,0.746572374,0.80327533
wavelet-HLL_glcm_ClusterShade_150_binCount,0.801422488,0.775304927,0.827035478
wavelet-HLL_glcm_ClusterTendency_150_binCount,0.852866818,0.832127447,0.872875135
wavelet-HLL_glcm_Contrast_150_binCount,0.811277528,0.78611738,0.835874319
wavelet-HLL_glcm_Correlation_150_binCount,0.83359142,0.810726281,0.855786363
wavelet-HLL_glcm_DifferenceAverage_150_binCount,0.843948711,0.822209221,0.86498153
wavelet-HLL_glcm_DifferenceEntropy_150_binCount,0.846166612,0.824673173,0.8669467
wavelet-HLL_glcm_DifferenceVariance_150_binCount,0.826874371,0.80329973,0.849807007
wavelet-HLL_glcm_JointEnergy_150_binCount,0.777945069,0.749684158,0.805867896
wavelet-HLL_glcm_JointEntropy_150_binCount,0.839571826,0.817351955,0.861099388
wavelet-HLL_glcm_Imc1_150_binCount,0.898229173,0.883024015,0.912687979
wavelet-HLL_glcm_Imc2_150_binCount,0.922189861,0.910213355,0.933491907
wavelet-HLL_glcm_Idm_150_binCount,0.816850761,0.792247248,0.840860744
wavelet-HLL_glcm_Idmn_150_binCount,0.818467035,0.79402701,0.842305206
wavelet-HLL_glcm_Id_150_binCount,0.823766492,0.799869021,0.847036178
wavelet-HLL_glcm_Idn_150_binCount,0.84549396,0.823925711,0.866350841
wavelet-HLL_glcm_InverseVariance_150_binCount,0.825761572,0.802070944,0.848815202
wavelet-HLL_glcm_MaximumProbability_150_binCount,0.778188702,0.749949044,0.806088367
