,MedianICC,MedianICCLower,MedianICCHigher
log-sigma-3-0-mm-3D_glcm_Imc1_350_binCount,0.959605961,0.953100928,0.965671913
log-sigma-3-0-mm-3D_glcm_Imc2_350_binCount,0.950263421,0.942342699,0.957671527
log-sigma-3-0-mm-3D_glcm_Idm_350_binCount,0.979186401,0.97575631,0.982365067
log-sigma-3-0-mm-3D_glcm_Idmn_350_binCount,0.909080776,0.89531145,0.922129053
log-sigma-3-0-mm-3D_glcm_Id_350_binCount,0.978465749,0.974919884,0.981752458
log-sigma-3-0-mm-3D_glcm_Idn_350_binCount,0.958817607,0.952191833,0.964997703
log-sigma-3-0-mm-3D_glcm_InverseVariance_350_binCount,0.977871517,0.974230338,0.981247213
log-sigma-3-0-mm-3D_glcm_MaximumProbability_350_binCount,0.961636857,0.955443957,0.96740801
log-sigma-3-0-mm-3D_glcm_SumSquares_350_binCount,0.916589243,0.90383896,0.928642977
log-sigma-3-0-mm-3D_glcm_SumEntropy_350_binCount,0.953071828,0.945573188,0.960078896
log-sigma-3-0-mm-3D_glrlm_GrayLevelNonUniformity_350_binCount,0.99347429,0.99238084,0.994482986
log-sigma-3-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized_350_binCount,0.963998941,0.958171049,0.969425856
log-sigma-3-0-mm-3D_glrlm_GrayLevelVariance_350_binCount,0.917007174,0.904314229,0.929005105
log-sigma-3-0-mm-3D_glrlm_HighGrayLevelRunEmphasis_350_binCount,0.813815823,0.788907827,0.83814644
log-sigma-3-0-mm-3D_glrlm_LongRunEmphasis_350_binCount,0.973707093,0.969401747,0.977703833
log-sigma-3-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis_350_binCount,0.904266451,0.889854738,0.917944433
log-sigma-3-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis_350_binCount,0.782453101,0.754588794,0.809944592
log-sigma-3-0-mm-3D_glrlm_LowGrayLevelRunEmphasis_350_binCount,0.829615858,0.806328847,0.852248936
log-sigma-3-0-mm-3D_glrlm_RunEntropy_350_binCount,0.932496018,0.921974037,0.942392904
log-sigma-3-0-mm-3D_glrlm_RunLengthNonUniformity_350_binCount,0.992537524,0.991288463,0.993690114
log-sigma-3-0-mm-3D_glrlm_RunLengthNonUniformityNormalized_350_binCount,0.979839474,0.976514472,0.982920113
log-sigma-3-0-mm-3D_glrlm_RunPercentage_350_binCount,0.980024699,0.976729533,0.983077515
log-sigma-3-0-mm-3D_glrlm_RunVariance_350_binCount,0.971406538,0.966737135,0.975744419
log-sigma-3-0-mm-3D_glrlm_ShortRunEmphasis_350_binCount,0.979069986,0.975621179,0.982266115
log-sigma-3-0-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis_350_binCount,0.803844115,0.777958639,0.829209944
log-sigma-3-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis_350_binCount,0.839838941,0.81764819,0.861336462
log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformity_350_binCount,0.989991247,0.988320923,0.991533815
log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformityNormalized_350_binCount,0.914102944,0.901012901,0.926487681
log-sigma-3-0-mm-3D_glszm_GrayLevelVariance_350_binCount,0.866683733,0.8475506,0.885061403
log-sigma-3-0-mm-3D_glszm_HighGrayLevelZoneEmphasis_350_binCount,0.796522862,0.769942043,0.822630849
log-sigma-3-0-mm-3D_glszm_LargeAreaEmphasis_350_binCount,0.95302293,0.945516915,0.960036999
log-sigma-3-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis_350_binCount,0.920663719,0.908475203,0.932171429
log-sigma-3-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis_350_binCount,0.919921536,0.907630231,0.931529038
log-sigma-3-0-mm-3D_glszm_LowGrayLevelZoneEmphasis_350_binCount,0.892090011,0.876091812,0.907332706
log-sigma-3-0-mm-3D_glszm_SizeZoneNonUniformity_350_binCount,0.975846909,0.971882002,0.979525101
log-sigma-3-0-mm-3D_glszm_SizeZoneNonUniformityNormalized_350_binCount,0.948007369,0.939749744,0.955736129
log-sigma-3-0-mm-3D_glszm_SmallAreaEmphasis_350_binCount,0.94747446,0.939137536,0.955278766
log-sigma-3-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis_350_binCount,0.770101549,0.74116744,0.798760981
log-sigma-3-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis_350_binCount,0.817736661,0.793222643,0.841652562
log-sigma-3-0-mm-3D_glszm_ZoneEntropy_350_binCount,0.908656106,0.894829769,0.92176018
log-sigma-3-0-mm-3D_glszm_ZonePercentage_350_binCount,0.976778344,0.972962176,0.980317504
log-sigma-3-0-mm-3D_glszm_ZoneVariance_350_binCount,0.953019782,0.945513293,0.960034302
log-sigma-3-0-mm-3D_gldm_DependenceEntropy_350_binCount,0.935318378,0.925201665,0.944825518
log-sigma-3-0-mm-3D_gldm_DependenceNonUniformity_350_binCount,0.98216417,0.979214577,0.984894965
log-sigma-3-0-mm-3D_gldm_DependenceNonUniformityNormalized_350_binCount,0.975638472,0.971640326,0.979347746
log-sigma-3-0-mm-3D_gldm_DependenceVariance_350_binCount,0.978529719,0.974994123,0.981806843
log-sigma-3-0-mm-3D_gldm_GrayLevelNonUniformity_350_binCount,0.990526958,0.988945055,0.991987618
log-sigma-3-0-mm-3D_gldm_GrayLevelVariance_350_binCount,0.921866736,0.909845269,0.933212378
log-sigma-3-0-mm-3D_gldm_HighGrayLevelEmphasis_350_binCount,0.815878968,0.791177604,0.839991901
log-sigma-3-0-mm-3D_gldm_LargeDependenceEmphasis_350_binCount,0.975875683,0.971915366,0.979549584
log-sigma-3-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis_350_binCount,0.964041504,0.958220209,0.969462203
log-sigma-3-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis_350_binCount,0.353744095,0.317827306,0.394367518
log-sigma-3-0-mm-3D_gldm_LowGrayLevelEmphasis_350_binCount,0.820192788,0.795928348,0.843846699
log-sigma-3-0-mm-3D_gldm_SmallDependenceEmphasis_350_binCount,0.975625441,0.971625218,0.979336658
log-sigma-3-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis_350_binCount,0.86488326,0.845536898,0.883476396
log-sigma-3-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis_350_binCount,0.891428432,0.875345601,0.906754992
log-sigma-3-0-mm-3D_ngtdm_Busyness_350_binCount,0.970297,0.965452739,0.974798916
log-sigma-3-0-mm-3D_ngtdm_Coarseness_350_binCount,0.955185856,0.94800691,0.96188967
log-sigma-3-0-mm-3D_ngtdm_Complexity_350_binCount,0.891621767,0.875563651,0.906923831
log-sigma-3-0-mm-3D_ngtdm_Contrast_350_binCount,0.821228265,0.797069686,0.844771215
log-sigma-3-0-mm-3D_ngtdm_Strength_350_binCount,0.895975444,0.880477542,0.910723207
log-sigma-6-0-mm-3D_glcm_Autocorrelation_350_binCount,0.920903408,0.908748131,0.932378858
log-sigma-6-0-mm-3D_glcm_JointAverage_350_binCount,0.912043821,0.898674134,0.924701434
log-sigma-6-0-mm-3D_glcm_ClusterProminence_350_binCount,0.824263582,0.800417515,0.847479541
log-sigma-6-0-mm-3D_glcm_ClusterShade_350_binCount,0.90350268,0.888989845,0.917279987
log-sigma-6-0-mm-3D_glcm_ClusterTendency_350_binCount,0.858953945,0.838913693,0.878250352
log-sigma-6-0-mm-3D_glcm_Contrast_350_binCount,0.933668604,0.923314634,0.943403823
log-sigma-6-0-mm-3D_glcm_Correlation_350_binCount,0.912567474,0.899268753,0.9251558
log-sigma-6-0-mm-3D_glcm_DifferenceAverage_350_binCount,0.953040534,0.945537173,0.960052082
log-sigma-6-0-mm-3D_glcm_DifferenceEntropy_350_binCount,0.94985782,0.941876387,0.957323674
log-sigma-6-0-mm-3D_glcm_DifferenceVariance_350_binCount,0.907344095,0.893342049,0.920620247
log-sigma-6-0-mm-3D_glcm_JointEnergy_350_binCount,0.941163022,0.93189508,0.949856332
log-sigma-6-0-mm-3D_glcm_JointEntropy_350_binCount,0.914761757,0.901761519,0.927058947
log-sigma-6-0-mm-3D_glcm_Imc1_350_binCount,0.95519012,0.94801182,0.961893321
log-sigma-6-0-mm-3D_glcm_Imc2_350_binCount,0.922178271,0.910200152,0.933481881
log-sigma-6-0-mm-3D_glcm_Idm_350_binCount,0.967918474,0.962700954,0.972770946
log-sigma-6-0-mm-3D_glcm_Idmn_350_binCount,0.935476705,0.925382816,0.944961919
log-sigma-6-0-mm-3D_glcm_Id_350_binCount,0.96665594,0.961241171,0.971693888
log-sigma-6-0-mm-3D_glcm_Idn_350_binCount,0.954295315,0.94698149,0.961127019
log-sigma-6-0-mm-3D_glcm_InverseVariance_350_binCount,0.965754954,0.960199794,0.970925008
log-sigma-6-0-mm-3D_glcm_MaximumProbability_350_binCount,0.959050466,0.952460332,0.965196865
log-sigma-6-0-mm-3D_glcm_SumSquares_350_binCount,0.862906391,0.843327265,0.881735077
log-sigma-6-0-mm-3D_glcm_SumEntropy_350_binCount,0.887796618,0.871252052,0.903581446
log-sigma-6-0-mm-3D_glrlm_GrayLevelNonUniformity_350_binCount,0.991084418,0.989594643,0.992459765
log-sigma-6-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized_350_binCount,0.92030853,0.908070797,0.931864016
log-sigma-6-0-mm-3D_glrlm_GrayLevelVariance_350_binCount,0.873794402,0.855514906,0.891312431
log-sigma-6-0-mm-3D_glrlm_HighGrayLevelRunEmphasis_350_binCount,0.917084269,0.904401907,0.929071901
log-sigma-6-0-mm-3D_glrlm_LongRunEmphasis_350_binCount,0.969096898,0.964064037,0.973775875
log-sigma-6-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis_350_binCount,0.921176535,0.909059162,0.932615207
log-sigma-6-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis_350_binCount,0.739886253,0.708557524,0.771217452
log-sigma-6-0-mm-3D_glrlm_LowGrayLevelRunEmphasis_350_binCount,0.785613731,0.758031715,0.812799343
log-sigma-6-0-mm-3D_glrlm_RunEntropy_350_binCount,0.845913322,0.824391693,0.866722341
log-sigma-6-0-mm-3D_glrlm_RunLengthNonUniformity_350_binCount,0.993205824,0.992067743,0.994255781
log-sigma-6-0-mm-3D_glrlm_RunLengthNonUniformityNormalized_350_binCount,0.967834368,0.96260369,0.972699209
log-sigma-6-0-mm-3D_glrlm_RunPercentage_350_binCount,0.971146102,0.966435613,0.975522515
log-sigma-6-0-mm-3D_glrlm_RunVariance_350_binCount,0.969598154,0.964643999,0.974203222
log-sigma-6-0-mm-3D_glrlm_ShortRunEmphasis_350_binCount,0.967580051,0.962309599,0.972482281
log-sigma-6-0-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis_350_binCount,0.916629664,0.903884924,0.928678003
log-sigma-6-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis_350_binCount,0.796413626,0.769822574,0.822532571
log-sigma-6-0-mm-3D_glszm_GrayLevelNonUniformity_350_binCount,0.987510067,0.985431658,0.989431025
log-sigma-6-0-mm-3D_glszm_GrayLevelNonUniformityNormalized_350_binCount,0.825823936,0.802139797,0.848870795
log-sigma-6-0-mm-3D_glszm_GrayLevelVariance_350_binCount,0.84603183,0.824523387,0.866827315
log-sigma-6-0-mm-3D_glszm_HighGrayLevelZoneEmphasis_350_binCount,0.902321711,0.887652941,0.916252288
log-sigma-6-0-mm-3D_glszm_LargeAreaEmphasis_350_binCount,0.955357652,0.94820476,0.96203677
log-sigma-6-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis_350_binCount,0.93328086,0.922871275,0.943069578
log-sigma-6-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis_350_binCount,0.871891251,0.853381477,0.889640719
log-sigma-6-0-mm-3D_glszm_LowGrayLevelZoneEmphasis_350_binCount,0.839027661,0.816748547,0.860616361
log-sigma-6-0-mm-3D_glszm_SizeZoneNonUniformity_350_binCount,0.96917982,0.964159972,0.973846575
log-sigma-6-0-mm-3D_glszm_SizeZoneNonUniformityNormalized_350_binCount,0.92378298,0.912028717,0.93486967
log-sigma-6-0-mm-3D_glszm_SmallAreaEmphasis_350_binCount,0.9209858,0.908841955,0.932450158
log-sigma-6-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis_350_binCount,0.891961844,0.875947236,0.907220795
log-sigma-6-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis_350_binCount,0.771489922,0.742673419,0.800020254
log-sigma-6-0-mm-3D_glszm_ZoneEntropy_350_binCount,0.920698857,0.908515212,0.932201838
log-sigma-6-0-mm-3D_glszm_ZonePercentage_350_binCount,0.961756037,0.955581503,0.967509856
log-sigma-6-0-mm-3D_glszm_ZoneVariance_350_binCount,0.95549142,0.948358822,0.962151304
log-sigma-6-0-mm-3D_gldm_DependenceEntropy_350_binCount,0.949592342,0.941571206,0.95709597
log-sigma-6-0-mm-3D_gldm_DependenceNonUniformity_350_binCount,0.982824234,0.979981611,0.98545544
log-sigma-6-0-mm-3D_gldm_DependenceNonUniformityNormalized_350_binCount,0.959923206,0.953466828,0.96594318
log-sigma-6-0-mm-3D_gldm_DependenceVariance_350_binCount,0.979200036,0.975772137,0.982376657
log-sigma-6-0-mm-3D_gldm_GrayLevelNonUniformity_350_binCount,0.989932401,0.98825237,0.991483961
log-sigma-6-0-mm-3D_gldm_GrayLevelVariance_350_binCount,0.876526953,0.8585804,0.893710948
log-sigma-6-0-mm-3D_gldm_HighGrayLevelEmphasis_350_binCount,0.917920333,0.905352893,0.929796176
log-sigma-6-0-mm-3D_gldm_LargeDependenceEmphasis_350_binCount,0.972817385,0.968371004,0.97694622
log-sigma-6-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis_350_binCount,0.944243907,0.935428556,0.952504574
log-sigma-6-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis_350_binCount,0.544830114,0.505362464,0.586829917
log-sigma-6-0-mm-3D_gldm_LowGrayLevelEmphasis_350_binCount,0.77295044,0.744258376,0.801344367
log-sigma-6-0-mm-3D_gldm_SmallDependenceEmphasis_350_binCount,0.95902361,0.952429364,0.965173895
log-sigma-6-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis_350_binCount,0.909846069,0.896179648,0.922793671
log-sigma-6-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis_350_binCount,0.844083367,0.822358765,0.865100881
log-sigma-6-0-mm-3D_ngtdm_Busyness_350_binCount,0.95464693,0.947386323,0.961428164
log-sigma-6-0-mm-3D_ngtdm_Coarseness_350_binCount,0.969648404,0.964702146,0.97424606
log-sigma-6-0-mm-3D_ngtdm_Complexity_350_binCount,0.899992268,0.885017432,0.914224065
log-sigma-6-0-mm-3D_ngtdm_Contrast_350_binCount,0.850612601,0.829617725,0.870881959
log-sigma-6-0-mm-3D_ngtdm_Strength_350_binCount,0.936351208,0.92638355,0.945715194
wavelet-LLH_glcm_Autocorrelation_350_binCount,0.642352007,0.605400809,0.680471422
wavelet-LLH_glcm_JointAverage_350_binCount,0.6555597,0.619184896,0.692927046
wavelet-LLH_glcm_ClusterProminence_350_binCount,0.761602997,0.731963553,0.791040592
wavelet-LLH_glcm_ClusterShade_350_binCount,0.801457707,0.775343506,0.827067114
wavelet-LLH_glcm_ClusterTendency_350_binCount,0.827519639,0.804012457,0.850381956
wavelet-LLH_glcm_Contrast_350_binCount,0.856703709,0.836403452,0.87626448
wavelet-LLH_glcm_Correlation_350_binCount,0.498824991,0.459208312,0.541606014
wavelet-LLH_glcm_DifferenceAverage_350_binCount,0.891574861,0.875510747,0.906882869
wavelet-LLH_glcm_DifferenceEntropy_350_binCount,0.89631872,0.880865286,0.91102256
wavelet-LLH_glcm_DifferenceVariance_350_binCount,0.856561807,0.836245215,0.876139202
wavelet-LLH_glcm_JointEnergy_350_binCount,0.800748213,0.774566398,0.826429727
wavelet-LLH_glcm_JointEntropy_350_binCount,0.861492418,0.841747676,0.880488924
wavelet-LLH_glcm_Imc1_350_binCount,0.928296746,0.917177314,0.938769591
wavelet-LLH_glcm_Imc2_350_binCount,0.93489353,0.924715621,0.944459474
wavelet-LLH_glcm_Idm_350_binCount,0.875909618,0.857887609,0.893169257
wavelet-LLH_glcm_Idmn_350_binCount,0.863214769,0.84367186,0.882006781
wavelet-LLH_glcm_Id_350_binCount,0.881935686,0.864656195,0.89845249
wavelet-LLH_glcm_Idn_350_binCount,0.893511589,0.87769579,0.908573676
wavelet-LLH_glcm_InverseVariance_350_binCount,0.875968026,0.85795315,0.893220513
wavelet-LLH_glcm_MaximumProbability_350_binCount,0.810779591,0.785570245,0.835428383
wavelet-LLH_glcm_SumSquares_350_binCount,0.843219143,0.821399102,0.864334799
wavelet-LLH_glcm_SumEntropy_350_binCount,0.882276626,0.865039543,0.898751106
wavelet-LLH_glrlm_GrayLevelNonUniformity_350_binCount,0.983059158,0.980254648,0.985654892
wavelet-LLH_glrlm_GrayLevelNonUniformityNormalized_350_binCount,0.872149613,0.853671023,0.88986772
wavelet-LLH_glrlm_GrayLevelVariance_350_binCount,0.853457597,0.832785492,0.873397269
wavelet-LLH_glrlm_HighGrayLevelRunEmphasis_350_binCount,0.640648762,0.603627386,0.67886129
wavelet-LLH_glrlm_LongRunEmphasis_350_binCount,0.778023294,0.749769204,0.805938686
wavelet-LLH_glrlm_LongRunHighGrayLevelEmphasis_350_binCount,0.660273855,0.624118637,0.697359926
wavelet-LLH_glrlm_LongRunLowGrayLevelEmphasis_350_binCount,0.787368264,0.75994446,0.814382846
wavelet-LLH_glrlm_LowGrayLevelRunEmphasis_350_binCount,0.877142289,0.859271088,0.894250783
wavelet-LLH_glrlm_RunEntropy_350_binCount,0.870906892,0.85227853,0.888775676
wavelet-LLH_glrlm_RunLengthNonUniformity_350_binCount,0.984662532,0.98211871,0.987015781
wavelet-LLH_glrlm_RunLengthNonUniformityNormalized_350_binCount,0.874894908,0.856749174,0.892278655
wavelet-LLH_glrlm_RunPercentage_350_binCount,0.868742723,0.84985488,0.886872899
wavelet-LLH_glrlm_RunVariance_350_binCount,0.73877537,0.707364577,0.770199749
wavelet-LLH_glrlm_ShortRunEmphasis_350_binCount,0.866229504,0.847042466,0.884661616
wavelet-LLH_glrlm_ShortRunHighGrayLevelEmphasis_350_binCount,0.651243805,0.614674367,0.688862748
wavelet-LLH_glrlm_ShortRunLowGrayLevelEmphasis_350_binCount,0.883408688,0.866312718,0.899742408
wavelet-LLH_glszm_GrayLevelNonUniformity_350_binCount,0.978491917,0.974950253,0.981774705
wavelet-LLH_glszm_GrayLevelNonUniformityNormalized_350_binCount,0.876622207,0.85868731,0.893794522
wavelet-LLH_glszm_GrayLevelVariance_350_binCount,0.843050079,0.821211399,0.86418491
wavelet-LLH_glszm_HighGrayLevelZoneEmphasis_350_binCount,0.621044151,0.583282942,0.660264361
wavelet-LLH_glszm_LargeAreaEmphasis_350_binCount,0.86930633,0.850485898,0.887368556
wavelet-LLH_glszm_LargeAreaHighGrayLevelEmphasis_350_binCount,0.838485663,0.816147647,0.860135175
wavelet-LLH_glszm_LargeAreaLowGrayLevelEmphasis_350_binCount,0.622440229,0.584727583,0.66159259
wavelet-LLH_glszm_LowGrayLevelZoneEmphasis_350_binCount,0.889897428,0.87361936,0.90541761
wavelet-LLH_glszm_SizeZoneNonUniformity_350_binCount,0.931895809,0.921288028,0.941875305
wavelet-LLH_glszm_SizeZoneNonUniformityNormalized_350_binCount,0.773845532,0.745230097,0.802155558
wavelet-LLH_glszm_SmallAreaEmphasis_350_binCount,0.718561682,0.685731068,0.751618497
wavelet-LLH_glszm_SmallAreaHighGrayLevelEmphasis_350_binCount,0.635539459,0.598313238,0.674025976
wavelet-LLH_glszm_SmallAreaLowGrayLevelEmphasis_350_binCount,0.872517439,0.854083287,0.890190867
wavelet-LLH_glszm_ZoneEntropy_350_binCount,0.663610066,0.627614668,0.700493009
wavelet-LLH_glszm_ZonePercentage_350_binCount,0.894410962,0.878710945,0.909358504
wavelet-LLH_glszm_ZoneVariance_350_binCount,0.8693235,0.850505123,0.887383654
wavelet-LLH_gldm_DependenceEntropy_350_binCount,0.826824606,0.80324477,0.849762661
wavelet-LLH_gldm_DependenceNonUniformity_350_binCount,0.953868755,0.946490431,0.960761644
wavelet-LLH_gldm_DependenceNonUniformityNormalized_350_binCount,0.886389068,0.869666855,0.902350539
wavelet-LLH_gldm_DependenceVariance_350_binCount,0.811894394,0.786795314,0.836426664
wavelet-LLH_gldm_GrayLevelNonUniformity_350_binCount,0.958131452,0.951400782,0.964410762
wavelet-LLH_gldm_GrayLevelVariance_350_binCount,0.852403729,0.831611721,0.872465787
wavelet-LLH_gldm_HighGrayLevelEmphasis_350_binCount,0.642708404,0.605772011,0.680808223
wavelet-LLH_gldm_LargeDependenceEmphasis_350_binCount,0.831290711,0.808180741,0.853739746
wavelet-LLH_gldm_LargeDependenceHighGrayLevelEmphasis_350_binCount,0.739367075,0.70799994,0.770741867
wavelet-LLH_gldm_LargeDependenceLowGrayLevelEmphasis_350_binCount,0.608715194,0.570552408,0.648508409
wavelet-LLH_gldm_LowGrayLevelEmphasis_350_binCount,0.874588735,0.856405742,0.892009874
wavelet-LLH_gldm_SmallDependenceEmphasis_350_binCount,0.895162643,0.879559623,0.910014281
wavelet-LLH_gldm_SmallDependenceHighGrayLevelEmphasis_350_binCount,0.781261065,0.753291197,0.808867177
wavelet-LLH_gldm_SmallDependenceLowGrayLevelEmphasis_350_binCount,0.912413832,0.899094279,0.925022495
wavelet-LLH_ngtdm_Busyness_350_binCount,0.894518185,0.878831991,0.909452056
wavelet-LLH_ngtdm_Coarseness_350_binCount,0.951141276,0.943352168,0.958424249
wavelet-LLH_ngtdm_Complexity_350_binCount,0.770892465,0.742025271,0.799478421
wavelet-LLH_ngtdm_Contrast_350_binCount,0.783441794,0.755665417,0.810837908
wavelet-LLH_ngtdm_Strength_350_binCount,0.884491248,0.867530661,0.900690036
wavelet-LHL_glcm_Autocorrelation_350_binCount,0.471933476,0.432529857,0.514850798
wavelet-LHL_glcm_JointAverage_350_binCount,0.480883821,0.441384941,0.523782298
wavelet-LHL_glcm_ClusterProminence_350_binCount,0.735157919,0.703482816,0.766883229
wavelet-LHL_glcm_ClusterShade_350_binCount,0.775259623,0.746765817,0.803436634
wavelet-LHL_glcm_ClusterTendency_350_binCount,0.847808029,0.826497826,0.868400198
wavelet-LHL_glcm_Contrast_350_binCount,0.858967636,0.838928971,0.87826243
wavelet-LHL_glcm_Correlation_350_binCount,0.778216425,0.749979186,0.806113453
wavelet-LHL_glcm_DifferenceAverage_350_binCount,0.875972075,0.857957694,0.893224066
wavelet-LHL_glcm_DifferenceEntropy_350_binCount,0.853827706,0.833197806,0.873724324
wavelet-LHL_glcm_DifferenceVariance_350_binCount,0.849284488,0.828139935,0.869706986
wavelet-LHL_glcm_JointEnergy_350_binCount,0.707503168,0.673954394,0.741402201
wavelet-LHL_glcm_JointEntropy_350_binCount,0.839859194,0.817670653,0.861354436
wavelet-LHL_glcm_Imc1_350_binCount,0.923087998,0.911236668,0.934268719
wavelet-LHL_glcm_Imc2_350_binCount,0.918507359,0.906020764,0.930304599
wavelet-LHL_glcm_Idm_350_binCount,0.788775003,0.761478827,0.815651824
wavelet-LHL_glcm_Idmn_350_binCount,0.862751383,0.843154066,0.881598493
wavelet-LHL_glcm_Id_350_binCount,0.807790908,0.782288117,0.832750356
wavelet-LHL_glcm_Idn_350_binCount,0.875510136,0.857439372,0.892818668
wavelet-LHL_glcm_InverseVariance_350_binCount,0.802047827,0.77599,0.827597151
wavelet-LHL_glcm_MaximumProbability_350_binCount,0.697107065,0.662920695,0.731764848
wavelet-LHL_glcm_SumSquares_350_binCount,0.854189746,0.833601178,0.874044212
wavelet-LHL_glcm_SumEntropy_350_binCount,0.880036534,0.862521602,0.896788517
wavelet-LHL_glrlm_GrayLevelNonUniformity_350_binCount,0.959930125,0.953474809,0.965949096
wavelet-LHL_glrlm_GrayLevelNonUniformityNormalized_350_binCount,0.828293979,0.804867945,0.851071759
wavelet-LHL_glrlm_GrayLevelVariance_350_binCount,0.862723474,0.843122882,0.8815739
wavelet-LHL_glrlm_HighGrayLevelRunEmphasis_350_binCount,0.472856666,0.433442101,0.515773272
wavelet-LHL_glrlm_LongRunEmphasis_350_binCount,0.705677443,0.672014068,0.739712046
wavelet-LHL_glrlm_LongRunHighGrayLevelEmphasis_350_binCount,0.507834819,0.468196005,0.550516992
wavelet-LHL_glrlm_LongRunLowGrayLevelEmphasis_350_binCount,0.823091924,0.799124836,0.84643441
wavelet-LHL_glrlm_LowGrayLevelRunEmphasis_350_binCount,0.856069833,0.835696666,0.875704822
wavelet-LHL_glrlm_RunEntropy_350_binCount,0.88507732,0.868190205,0.901202926
wavelet-LHL_glrlm_RunLengthNonUniformity_350_binCount,0.989744589,0.98803359,0.991324844
wavelet-LHL_glrlm_RunLengthNonUniformityNormalized_350_binCount,0.788661707,0.761355226,0.815549644
wavelet-LHL_glrlm_RunPercentage_350_binCount,0.769034135,0.740010063,0.797792446
wavelet-LHL_glrlm_RunVariance_350_binCount,0.668628795,0.632880732,0.70519983
wavelet-LHL_glrlm_ShortRunEmphasis_350_binCount,0.777515496,0.749217161,0.805479122
wavelet-LHL_glrlm_ShortRunHighGrayLevelEmphasis_350_binCount,0.484267285,0.444738707,0.52715173
wavelet-LHL_glrlm_ShortRunLowGrayLevelEmphasis_350_binCount,0.862619496,0.843006709,0.881482277
wavelet-LHL_glszm_GrayLevelNonUniformity_350_binCount,0.961888072,0.95573389,0.967622684
wavelet-LHL_glszm_GrayLevelNonUniformityNormalized_350_binCount,0.852025364,0.831190404,0.872131287
wavelet-LHL_glszm_GrayLevelVariance_350_binCount,0.845376183,0.823794852,0.866246497
wavelet-LHL_glszm_HighGrayLevelZoneEmphasis_350_binCount,0.46953463,0.430160653,0.512452484
wavelet-LHL_glszm_LargeAreaEmphasis_350_binCount,0.691054244,0.65651334,0.726138983
wavelet-LHL_glszm_LargeAreaHighGrayLevelEmphasis_350_binCount,0.598160531,0.559692774,0.63840679
wavelet-LHL_glszm_LargeAreaLowGrayLevelEmphasis_350_binCount,0.515848703,0.476211114,0.558420685
wavelet-LHL_glszm_LowGrayLevelZoneEmphasis_350_binCount,0.849843306,0.828761654,0.870201428
wavelet-LHL_glszm_SizeZoneNonUniformity_350_binCount,0.94941322,0.941365309,0.956942324
wavelet-LHL_glszm_SizeZoneNonUniformityNormalized_350_binCount,0.866172139,0.846978299,0.884611123
wavelet-LHL_glszm_SmallAreaEmphasis_350_binCount,0.859598965,0.83963358,0.878819336
wavelet-LHL_glszm_SmallAreaHighGrayLevelEmphasis_350_binCount,0.512319505,0.472678945,0.554942591
wavelet-LHL_glszm_SmallAreaLowGrayLevelEmphasis_350_binCount,0.817390528,0.79284151,0.841343215
wavelet-LHL_glszm_ZoneEntropy_350_binCount,0.763633486,0.73416029,0.792887052
wavelet-LHL_glszm_ZonePercentage_350_binCount,0.835161132,0.812464121,0.857181869
wavelet-LHL_glszm_ZoneVariance_350_binCount,0.691035726,0.656493756,0.726121754
wavelet-LHL_gldm_DependenceEntropy_350_binCount,0.861834107,0.84212932,0.880790109
wavelet-LHL_gldm_DependenceNonUniformity_350_binCount,0.96112238,0.95485026,0.966968316
wavelet-LHL_gldm_DependenceNonUniformityNormalized_350_binCount,0.8546504,0.83411449,0.87445118
wavelet-LHL_gldm_DependenceVariance_350_binCount,0.688454466,0.653765042,0.723719233
wavelet-LHL_gldm_GrayLevelNonUniformity_350_binCount,0.933343911,0.922943366,0.943123932
wavelet-LHL_gldm_GrayLevelVariance_350_binCount,0.863079364,0.843520548,0.881887482
